Username,Preprocessed_Tweet_Text,Timestamp,classification
Prenadamedia2,jalan selenggara milu indonesia pasca-reformasi masih cari format ideal bagai peru,2023-01-17 03:30:28+00:00,pemilu
Prenadamedia2,kualitas demokrasi sangat gantung kualitas selenggara milu sehingga jadi penting mend,2023-01-17 03:30:19+00:00,pemilu
fel_freckless,rt ss succi askrlfess ku ken banget kuliah umum tidur posisi milu presiden jokowi minta maaf allah rasul,2023-01-17 03:30:17+00:00,pemilu
Prenadamedia2,buku potret cukup lengkap dinamika laksana demokrasi milu pasca-reformasi dalam suatu negar,2023-01-17 03:30:09+00:00,pemilu
Prenadamedia2,tata demokrasi amp milu di indonesia pasca-reformasi prof dr ni matul huda s h m hum amp m imam nasef s,2023-01-17 03:29:54+00:00,pemilu
MuhammadZuhriii,yashudha naka wayangmebel yangmulya otoniwdub whysato2 hudanmuksin rachman0565 kadingarang antibangsatbgs,2023-01-17 03:29:34+00:00,pemilu
FahrezaMaliq,nama prabowo subianto selalu muncul kali milu hendak ada prabowo dekade08 mendingprabowo,2023-01-17 03:29:25+00:00,pemilu
MulyonoMoel5,wijayantogempar mayaa62580468 asik bangeudh yaaa apa aja dikontenin soal esek2 kdrt jad,2023-01-17 03:29:22+00:00,pemilu
geloraco,lahir wakil rakyat mental jongos hanura tegas tolak milu sistem proporsional tutup,2023-01-17 03:29:17+00:00,pemilu
ppk_parang,jadwal laksana seleksi wawancara calon anggota pps milu tahun 2024 camat paranggupito,2023-01-17 03:29:03+00:00,pemilu
GolkarToday,erwin aksa dukung sistem milu proporsional buka ingin demokrasi makin progresif airlanggahartarto,2023-01-17 03:28:53+00:00,pemilu
ArzetiSilfia,rt oposisicerdas ada politis punya stasiun tv bawaslu bicara potensi sosialisasi milu tak adil,2023-01-17 03:28:48+00:00,pemilu
onxafn,alhamdulillah milu aman yen sampeyan ketua kpu ne,2023-01-17 03:28:29+00:00,pemilu
putra_jembes,rt yanharahap pdemokrat soal gugat sistem milu mk jangan jadi alat golong tentu,2023-01-17 03:28:23+00:00,pemilu
ArzetiSilfia,rt oposisicerdas hariman siregar kalau milu tunda karena alas tidak ada duit ngapain bikin ikn,2023-01-17 03:28:17+00:00,pemilu
MusaRudy_Stpl,rt didier617099 ada saran ni bt yg selalu nyinyir perintah sepert fz rr sd rh knp gk bikin partai baru terus ikut milu,2023-01-17 03:28:11+00:00,pemilu
HyEvan1,ampun lihat bodoh kadrun mau yg gak tamat sekolah profesor hingga mantan jabat asal gabung dg,2023-01-17 03:28:09+00:00,pemilu
iqbalink13,rt torrez 20 06 bawaslu ri kuat awas rekam jejak calon selenggara milu lalu kerja sama dgn asa indonesia lembaga yg,2023-01-17 03:28:02+00:00,pemilu
iqbalink13,rt alshaibashihab kpu minta bantu satu gereja indonesia pgi wujud milu damai demokratis kualitas kpu,2023-01-17 03:27:59+00:00,pemilu
SSastraprawira,rt narasinewsroom duga manipulasi data ubah berita acara perintah langsung kpu ri kpud buat lolos partai y,2023-01-17 03:27:56+00:00,pemilu
Mariohermawan5,oposisicerdas kata benar milu tinggal 370 hari x 1000 orang jadi psi tambah suara 370 000 suara,2023-01-17 03:27:34+00:00,pemilu
Nova11959688,rt brigade01arwan1 mau tahu hasil rekomendasi lengkap ijtima ulama nusantara dewan syuro pkb simak yaa luurs,2023-01-17 03:27:31+00:00,pemilu
NandaJesica1,nama prabowo subianto selalu muncul kali milu hendak ada prabowo dekade08 mendingprabowo,2023-01-17 03:27:23+00:00,pemilu
MahriBismillah,rt teguhtimurcom hariman siregar kalau milu tunda karena alas tidak ada duit ngapain bikin ikn,2023-01-17 03:27:04+00:00,pemilu
AliyansyahRafli,nama prabowo subianto selalu muncul kali milu hendak ada prabowo dekade08 mendingprabowo,2023-01-17 03:26:53+00:00,pemilu
pramesty_nindy,nama prabowo subianto selalu muncul kali milu hendak ada prabowo dekade08 mendingprabowo,2023-01-17 03:26:36+00:00,pemilu
FreyaIswari,nama prabowo subianto selalu muncul kali milu hendak ada prabowo dekade08 mendingprabowo,2023-01-17 03:26:26+00:00,pemilu
Jamalud87129057,rt edie candra nasihat baik dpp pkb sang nakhoda cakiminow arung milu 2024,2023-01-17 03:26:17+00:00,pemilu
DennisR_Wo,rt cobeh2022 turut cak nun emha ainun najib -jokowi firaun -luhut bp hamam -10 naga qarun sedang sekongkol mencengkram n,2023-01-17 03:26:15+00:00,pemilu
aacayyyyyy,rt intel orba 1 milu 2014 duga curang milu server tampung data yg masuk jebol hgg kali byk temu surat suara su,2023-01-17 03:26:12+00:00,pemilu
FatiaDenjaka,rt oposisicerdas ada politis punya stasiun tv bawaslu bicara potensi sosialisasi milu tak adil,2023-01-17 03:26:06+00:00,pemilu
Kpu_Beltim,rt kpu id bawaslu dkpp kemendagri ruang rapat komisi ii dpr ri rabu 11 1 2023 ketua kpu lapor kait kembang pe,2023-01-17 03:25:56+00:00,pemilu
AzamJavas,rt narasinewsroom duga manipulasi data ubah berita acara perintah langsung kpu ri kpud buat lolos partai y,2023-01-17 03:25:56+00:00,pemilu
KPU_JATIM,pasti wawancara calon anggota pps milu serentak 2024 jalan lancar kpu jatim laku supervisi monitor,2023-01-17 03:25:55+00:00,pemilu
Kpu_Beltim,rt kpu id daftar verifikasi serta milu tetap partai politik serta milu tahap sedang laksana tetap,2023-01-17 03:25:54+00:00,pemilu
Denish234,rt cobeh2022 turut cak nun emha ainun najib -jokowi firaun -luhut bp hamam -10 naga qarun sedang sekongkol mencengkram n,2023-01-17 03:25:47+00:00,pemilu
lukmanivora,rt ss succi askrlfess ku ken banget kuliah umum tidur posisi milu presiden jokowi minta maaf allah rasul,2023-01-17 03:25:44+00:00,pemilu
Kpu_Beltim,rt kpu id temanpemilih yuk pasti kamu daftar daftar pilih milu 2024 cara cek dpt online laman,2023-01-17 03:25:44+00:00,pemilu
Doyluvluv,aa love banyak buat kamu ni aku sampe banjir air mata mana sebentar aku mau batminton muka sembab,2023-01-19 01:34:17+00:00,banjir
LajmiMutiara,caramelluffyou cursedkidd ngga ga basah banjir doang hehe,2023-01-19 01:33:45+00:00,banjir
dreamtuitter,zebolady mohmahfudmd banjir duit di adil sesat,2023-01-19 01:33:40+00:00,banjir
fajriansyah683,oposisicerdas oooo arti hobby nonton bokep amp joget tiktok masuk cermin nilai islam to baru tau k,2023-01-19 01:33:28+00:00,banjir
Mang_Korong,rt bachrum achmadi sdhlah bong ga usah muncung klen treak2 hujat anies soal banjir amp sumur resap era ahok doang istana negara banji,2023-01-19 01:32:58+00:00,banjir
inibeneranuna,awal pagi mu emosi hujan deres macet banjir laper ken pipis,2023-01-19 01:32:37+00:00,banjir
evandala20,rt relawananies angkat jadi anggota board universitas oxford anies banjir apresiasi puji,2023-01-19 01:31:50+00:00,banjir
pjmeyestell,kalo gue jimin cerita balik hal sulit masa lalu keknha udh banjir air mata,2023-01-19 01:31:43+00:00,banjir
mariammahdar,rt fahmi fadzil 10 menteri bangun usahawan amp koperasi skop sumbang rm2 juta mangsa banjir,2023-01-19 01:31:16+00:00,banjir
Brutus04463720,bospurwa mrk bukan tolol cuma memang sdh kontrak suruh cukong sama dg psi yg gak punya kursi lbh parah,2023-01-19 01:31:13+00:00,banjir
Arunikajasmine,julbayur3 kalo mmbandingkan hrs apple to apple mesjid sheikh zayed hadiah jd ga pake anggar sendiri ka,2023-01-19 01:30:56+00:00,banjir
denaraeirlys,kdrama menfess bukan kdm tp kmovie judul ditto lewat fyp kata bikin banjir air mata tp gw gak,2023-01-19 01:28:48+00:00,banjir
pdhalbukan,tiiseptii andihiyat awas banjir kak,2023-01-19 01:27:59+00:00,banjir
yoga_ubinuno,19 365 bulan janur bal banjir labur,2023-01-19 01:27:50+00:00,banjir
AntoniusCDN,rt riakeynou pak ganjarpranowo minta masyarakat bukit jangan tanam jagung di tanam tanam kuat agar,2023-01-19 01:27:40+00:00,banjir
44maaa_,rt loveeispaint happy ever after kalo kamu nang bandung jadi banjir arzan lhc short au by loveeispaint,2023-01-19 01:27:30+00:00,banjir
B3doel___,rt riakeynou pak ganjarpranowo minta masyarakat bukit jangan tanam jagung di tanam tanam kuat agar,2023-01-19 01:26:42+00:00,banjir
zzbthxlr,kegblgnunfaedh halah rumah gua yg joglo dh lapuk gt tetep komplek enak mana gak pernah banjir dr luar,2023-01-19 01:26:33+00:00,banjir
pdhalbukan,verlinquu andihiyat siap2 banjir kak,2023-01-19 01:25:25+00:00,banjir
marsonom97,rt riakeynou pak ganjarpranowo minta masyarakat bukit jangan tanam jagung di tanam tanam kuat agar,2023-01-19 01:24:56+00:00,banjir
jawapos,bpbd medan sebut tanggul laut minimal banjir rob belawan,2023-01-19 01:24:51+00:00,banjir
yoncapo007,rt bachrum achmadi sdhlah bong ga usah muncung klen treak2 hujat anies soal banjir amp sumur resap era ahok doang istana negara banji,2023-01-19 01:24:34+00:00,banjir
pdhalbukan,qwsaze3 andihiyat lagi banjir kak,2023-01-19 01:23:59+00:00,banjir
Markadina88,rt riakeynou pak ganjarpranowo minta masyarakat bukit jangan tanam jagung di tanam tanam kuat agar,2023-01-19 01:23:03+00:00,banjir
modien_ganesa,rt jun062022 wahyu uniform metdros mayapada1108 2 atiroh07 sadrina147 thomastjik nagashima007 kowidongo hs meliala pribadibales,2023-01-19 01:23:00+00:00,banjir
rowanromano,rt xennials2 dr azmanibrahim orang miskin tak pergi new zealand harungi banjir sama ye dop,2023-01-19 01:22:16+00:00,banjir
m_syaf77,rt relawananies angkat jadi anggota board universitas oxford anies banjir apresiasi puji,2023-01-19 01:21:08+00:00,banjir
meli__here,ya ampun moga segera reda deh hujan subuh jam 4-an sampe sekarang loh air ancam banget ni,2023-01-19 01:19:42+00:00,banjir
AulyaRTsquirt23,good morning semangat rizki gk bakal tukar mari dpin terus atur jadwal untuk cinta kita desah bareng sampa,2023-01-19 01:19:38+00:00,banjir
Chocoren02,bangun tidur biasa butuh kamar mandi kan ya eh tau banjir allah kudu ngampet berapa lama,2023-01-19 01:19:06+00:00,banjir
amer__aljeffrey,oh tengah buat familiarization waktu banjir,2023-01-19 01:18:53+00:00,banjir
15jtcheesecake,txtdarihunterv2 hi met pagi have a good day semangat untuk hari ini moga hari banyak kabar bahagia d,2023-01-19 01:18:44+00:00,banjir
seruanhl,rt riakeynou pak ganjarpranowo minta masyarakat bukit jangan tanam jagung di tanam tanam kuat agar,2023-01-19 01:16:54+00:00,banjir
riza_ajir,edykiantolol andisinulingga justru ahok sendiri yg bongkar kasus beli tanah tsb nyata milik pemprov dki,2023-01-19 01:16:45+00:00,banjir
trahutomo,rt anaklolina2 kata warga yg bosan dgn mulut manis anies bosan terjang banjir lama 5 tahun solusi jadi siap di,2023-01-19 01:16:19+00:00,banjir
Otiztechnology1,rt zarnaout45,2023-01-19 01:16:09+00:00,banjir
NurhadiKuswant0,rt abwnewscom,2023-01-19 01:16:08+00:00,banjir
banjir_duit,theravencrypto,2023-01-19 01:15:48+00:00,banjir
gudminton_,rt ycamdg lupaberaktadi bwfscore ada alas gloria begitu yg minta dejan sendiri ada podcastnya jebret dan dejan td,2023-01-19 01:15:23+00:00,banjir
banjir_duit,theravencrypto goreduxnow,2023-01-19 01:14:59+00:00,banjir
VSlot4d,game live cassino slot4d onfire banjir cuan di game baccarat nya pagi nih bestie kamu tunggu su,2023-01-19 01:14:32+00:00,banjir
a_slot4d,game live cassino slot4d onfire banjir cuan di game baccarat nya pagi nih bestie kamu tunggu su,2023-01-19 01:14:13+00:00,banjir
ADITYOPRATAMA,rt trendasia org breaking news proyek bangun pltu jawa 9-10 nila us 3 2 miliar rendam banjir akibat curah hujan ting,2023-01-19 01:14:05+00:00,banjir
MulyaniDg,rt mmc ind teknologi mutakhir masa islam mitigasi bencana banjir history insight banjir pernah jadi masa jaya islam,2023-01-19 01:14:01+00:00,banjir
bang_alan84,rt aniesbaswedan untuk cari solusi tepat harus mulai tanya tepat aniesbaswedan kasisolusi podcast ba,2023-01-19 01:13:56+00:00,banjir
aslamnatsir,bagassaputtrraa gus dibyo ridwankamil jangan dibandingin sama banjir pati yah,2023-01-19 01:13:44+00:00,banjir
Ice_greenteaa,trial imbalance banjir,2023-01-19 01:13:28+00:00,banjir
ilililii15,rt ycamdg lupaberaktadi bwfscore ada alas gloria begitu yg minta dejan sendiri ada podcastnya jebret dan dejan td,2023-01-19 01:12:50+00:00,banjir
AprilinaEka3,cursedkidd iya banjir,2023-01-19 01:12:37+00:00,banjir
m_syaf77,rt aniesbaswedan untuk cari solusi tepat harus mulai tanya tepat aniesbaswedan kasisolusi podcast ba,2023-01-19 01:12:19+00:00,banjir
khahalagi,jalan depan rumah kan banjir tuh udh masuk teras bagi eeh mobil lewat kenceng masuk dah dalem air,2023-01-19 01:12:10+00:00,banjir
itzyujna,jiwoox hi kamu sampe banjir gitu,2023-01-19 01:10:33+00:00,banjir
mugionomugiono5,bhakti polri negeri samapta polresta banyumas evakuasi warga akibat banjir tempat ungsi telah,2023-01-19 01:10:32+00:00,banjir
seasssh,kangen sendal yg lelep banjir,2023-01-19 01:10:10+00:00,banjir
ThomasSunjaya,bospurwa banjir pornowo,2023-01-19 01:09:46+00:00,banjir
petabencana,summy win40 halo bencana bot untuk lapor banjir sekitar sila balas banjir,2023-01-19 01:08:55+00:00,banjir
sakhiarda08,manobanleo1 itu mah sengaja biar vt banyak yg nonton banyak yg like tau sendiri kn kremy tuh maniac berita2,2023-01-19 01:07:25+00:00,banjir
rahmans22161246,rt aniesbaswedan untuk cari solusi tepat harus mulai tanya tepat aniesbaswedan kasisolusi podcast ba,2023-01-19 01:07:18+00:00,banjir
petabencana,mluthfi96 halo bencana bot untuk lapor banjir sekitar sila balas banjir,2023-01-19 01:05:40+00:00,banjir
MLuthfi96,siang hujan banjir basah kuyup sampe pabrik telat luar biasa hari,2023-01-19 01:05:30+00:00,banjir
cici_paramin,antisipasi banjir ganjar dan tri pupr normalisasi sungai di jateng ganjarpranowo ganjar pranowo,2023-01-19 01:05:30+00:00,banjir
jpnncom,prakira cuaca bal kamis 19 1 hujan rata waspada potensi banjir amp angin kencang cuaca,2023-01-19 01:05:03+00:00,banjir
astipatrika,antisipasi banjir ganjar dan tri pupr normalisasi sungai di jateng ganjarpranowo ganjar pranowo,2023-01-19 01:05:00+00:00,banjir
edy10031976,rt riakeynou pak ganjarpranowo minta masyarakat bukit jangan tanam jagung di tanam tanam kuat agar,2023-01-19 01:04:38+00:00,banjir
DianHarits,rt mmc ind banyumas rumah rusak hingga krisis air bersih akibat luap embung kotor sapi blusukan kru mmc banjir bandang desa k,2023-01-19 01:03:46+00:00,banjir
KiecNaftali,banjir,2023-01-19 01:03:20+00:00,banjir
fadlunrahman,rt ycamdg lupaberaktadi bwfscore ada alas gloria begitu yg minta dejan sendiri ada podcastnya jebret dan dejan td,2023-01-19 01:02:46+00:00,banjir
DianHarits,rt mmc ind teknologi mutakhir masa islam mitigasi bencana banjir history insight banjir pernah jadi masa jaya islam,2023-01-19 01:02:44+00:00,banjir
romnticwin,day 19 bismillah banjir win,2023-01-19 01:02:33+00:00,banjir
poseidonshine,viral video siksa nenek demi dapat cuan tiktok banjir kritik netizen,2023-01-19 01:01:28+00:00,banjir
indomiewarkop,gua lahir bekas waktu kecil ada sawah ada pohon ceri langgan banjir dulu ngeraki,2023-01-19 01:00:52+00:00,banjir
Sad_isticc,askrlfess g diesel sih mantep cuma masalah kalo dipake jangka panjang mikir kalo batas so,2023-01-19 00:59:02+00:00,banjir
7eDanish,yusuf dumdum hubung sama kamu apa banjir jateng diam kamu tka china diam kamu kalau punya otak yg,2023-01-19 00:58:35+00:00,banjir
malikah65367056,rizkiasihan ingat pribumi saat rpublik bisa caplok pkc rrc krn sdh banjir tka rrc yg tdk tau brp jmlh,2023-01-19 00:57:52+00:00,banjir
kustiwanugraha,rt ekowboy2 gak bayang punya pimpin keren ini banjir prestasi dalam negeri amp aku kagum kancah internasional ber,2023-01-19 00:57:23+00:00,banjir
dayown22,i m soooooooooo happy for yuu maaf yut tp aku lebih suka kamu kalo lg luar kor a gin banjir update kamu,2023-01-19 00:57:13+00:00,banjir
Sidious619,mizuu 13 jangan macet banjir banyak begal,2023-01-19 00:57:11+00:00,banjir
lxnrspace,ayoo terus hujan aku dgn kegemesan tengah banjir galau,2023-01-19 00:56:56+00:00,banjir
RiaKeynou,pak ganjarpranowo minta masyarakat bukit jangan tanam jagung di tanam tanam k,2023-01-19 00:56:16+00:00,banjir
nizam1356,misi selamat kereta banjir,2023-01-19 00:56:09+00:00,banjir
Rtrtrt34129370,18fesss betul faktor stres itu coba aja hs pas cuti poko super bagus moodnya banjir deh,2023-01-19 00:54:24+00:00,banjir
dhonizus,rt hpwiratraman kalau begini ilmu titen arif sosial warga kendeng jauh lebih makna,2023-01-19 00:52:52+00:00,banjir
journallys,eriselfish oke kak thank you selamat nonton moga kuat tida banjir,2023-01-19 00:52:40+00:00,banjir
wahyutoto1,abu waras air alir jauh akhir laut makin padat duduk bangun tidak resap,2023-01-19 00:51:49+00:00,banjir
nancheonsaieyo,hujan sampe banjir wkwkwk izin aja apa gue,2023-01-19 00:51:28+00:00,banjir
qurrnami,rt alifmegat lagak macam kuat dalam hati sedang banjir,2023-01-19 00:51:26+00:00,banjir
biawaque,ttekkook zirologic sbmptnfess nya bagus atuh kalo gunung banjir meren bojongsoang sekitar jadi danau,2023-01-19 00:51:04+00:00,banjir
januar8572,rt anaklolina2 kata warga yg bosan dgn mulut manis anies bosan terjang banjir lama 5 tahun solusi jadi siap di,2023-01-19 00:50:40+00:00,banjir
Dharmas56190807,rt abwnewscom,2023-01-19 00:49:57+00:00,banjir
kngOcto09,prfmnews proyek mh sanes meres masalah banjir lngkung penting ngala bati,2023-01-19 00:49:30+00:00,banjir
MMargani5,rt aniesbaswedan untuk cari solusi tepat harus mulai tanya tepat aniesbaswedan kasisolusi podcast ba,2023-01-19 00:49:06+00:00,banjir
0ctoberWins2704,vr10088 morning uncle kamis manis moga hari lancar segala hal uncle banjir sponsor hunter banjir bigwin amin,2023-01-19 00:48:59+00:00,banjir
Luckyjenniie,vr10088 good morning mimin moga hari banjir sponsor aku jadi salah satu menang lapak mimin yg su,2023-01-19 00:48:59+00:00,banjir
jhabadi,aniesbaswedan feryfarhati nah coba dulu bapak bangun dki london yg hasil atas banjir dan,2023-01-19 00:48:58+00:00,banjir
gagoisseo,collegemenfess congrats senderrr keren banget aku mau dapetin 3 50 aja kudu banjir air mata banjir keringat ba,2023-01-19 00:47:39+00:00,banjir
Khabee12,assalamualaikum semua selamat pagi gimana kabar sini banjir hampir masuk rumah hujan semalem,2023-01-19 00:47:26+00:00,banjir
Midun_FC24,rt relawananies angkat jadi anggota board universitas oxford anies banjir apresiasi puji,2023-01-19 00:46:12+00:00,banjir
